S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
s1a5	w1dd9	.	.	.	$.

# text = Hier iſt des Wirkens Zeit , drum wirk' und ſei befreit !
s1a6	w1dda	Hier	Hier	hier	ADV
s1a6	w1ddb	ist	iſt	sein	VAFIN
s1a6	w1ddc	des	des	d	ART
s1a6	w1ddd	Wirkens	Wirkens	Wirken	NN
s1a6	w1dde	Zeit	Zeit	Zeit	NN
s1a6	w1ddf	,	,	,	$,
s1a6	w1de0	darum	drum	darum	PAV
s1a6	w1de1	wirk	wirk'	wirken	PTKVZ
s1a6	w1de2	und	und	und	KON
s1a6	w1de3	sei	ſei	sein	VAFIN
s1a6	w1de4	befreit	befreit	befreien	VVPP
s1a6	w1de5	!	!	!	$.

# text = Wer frei von hinnen geht , der iſts in Ewigkeit .
s1a7	w1de6	Wer	Wer	wer	PWS
s1a7	w1de7	frei	frei	frei	ADJD
s1a7	w1de8	von	von	von	APPR
s1a7	w1de9	hinnen	hinnen	hinnen	ADV
s1a7	w1dea	geht	geht	gehen	VVFIN
s1a7	w1deb	,	,	,	$,
s1a7	w1dec	der	der	d	ART
s1a7	w1ded	ist_es	iſts	sein_es	VAFIN
s1a7	w1dee	in	in	in	APPR
s1a7	w1def	Ewigkeit	Ewigkeit	Ewigkeit	NN
s1a7	w1df0	.	.	.	$.

# text = 100 .
s8d4	w9bb8	100	100	100	CARD
s8d4	w9bb9	.	.	.	$.

# text = Und ſaͤheſt du auch Tod und Weh im Leben nie , Es iſt in deiner Sprach' , in deiner Fantaſie .
s1a8	w1df1	Und	Und	und	KON
s1a8	w1df2	sähest	ſaͤheſt	sehen	VVFIN
s1a8	w1df3	du	du	du	PPER
s1a8	w1df4	auch	auch	auch	ADV
s1a8	w1df5	Tod	Tod	Tod	NN
s1a8	w1df6	und	und	und	KON
s1a8	w1df7	Weh	Weh	Weh	NN
s1a8	w1df8	im	im	im	APPRART
s1a8	w1df9	Leben	Leben	Leben	NN
s1a8	w1dfa	nie	nie	nie	ADV
s1a8	w1dfb	,	,	,	$,
s1a8	w1dfc	Es	Es	es	PPER
s1a8	w1dfd	ist	iſt	sein	VAFIN
s1a8	w1dfe	in	in	in	APPR
s1a8	w1dff	deiner	deiner	deine	PPOSAT
s1a8	w1e00	Sprach	Sprach'	sprechen	VVFIN
s1a8	w1e01	,	,	,	$,
s1a8	w1e02	in	in	in	APPR
s1a8	w1e03	deiner	deiner	deine	PPOSAT
s1a8	w1e04	Fantasie	Fantaſie	Fantasie	NN
s1a8	w1e05	.	.	.	$.

# text = Du ſiehſt es innerlich , und hoͤrſt es geiſtig immer ; Den Schatten uͤbertuͤncht kein Luft- und Lebensſchimmer .
s1a9	w1e06	Du	Du	du	PPER
s1a9	w1e07	siehst	ſiehſt	sehen	VVFIN
s1a9	w1e08	es	es	es	PPER
s1a9	w1e09	innerlich	innerlich	innerlich	ADJD
s1a9	w1e0a	,	,	,	$,
s1a9	w1e0b	und	und	und	KON
s1a9	w1e0c	hörst	hoͤrſt	hören	VVFIN
s1a9	w1e0d	es	es	es	PPER
s1a9	w1e0e	geistig	geiſtig	geistig	ADJD
s1a9	w1e0f	immer	immer	immer	ADV
s1a9	w1e10	;	;	;	$.
s1a9	w1e11	Den	Den	d	ART
s1a9	w1e12	Schatten	Schatten	Schatten	NN
s1a9	w1e13	übertüncht	uͤbertuͤncht	übertünchen	VVPP
s1a9	w1e14	kein	kein	keine	PIAT
s1a9	w1e15	Luft-	Luft-	luft-	TRUNC
s1a9	w1e16	und	und	und	KON
s1a9	w1e17	Lebensschimmer	Lebensſchimmer	Lebensschimmer	NN
s1a9	w1e18	.	.	.	$.

# text = Gewohnheit dumpfe nur macht dich vom Schreckbild frei , Du hoͤreſt es und ſiehſt , und denkeſt nichts dabei .
s1aa	w1e19	Gewohnheit	Gewohnheit	Gewohnheit	NN
s1aa	w1e1a	dumpfe	dumpfe	dumpf	ADJA
s1aa	w1e1b	nur	nur	nur	ADV
s1aa	w1e1c	macht	macht	machen	VVFIN
s1aa	w1e1d	dich	dich	du	PPER
s1aa	w1e1e	vom	vom	vom	APPRART
s1aa	w1e1f	Schreckbild	Schreckbild	Schreckbild	NN
s1aa	w1e20	frei	frei	frei	PTKVZ
s1aa	w1e21	,	,	,	$,
s1aa	w1e22	Du	Du	du	PPER
s1aa	w1e23	hörest	hoͤreſt	hören	VVFIN
s1aa	w1e24	es	es	es	PPER
s1aa	w1e25	und	und	und	KON
s1aa	w1e26	siehst	ſiehſt	sehen	VVFIN
s1aa	w1e27	,	,	,	$,
s1aa	w1e28	und	und	und	KON
s1aa	w1e29	denkest	denkeſt	denken	VVFIN
s1aa	w1e2a	nichts	nichts	nichts	PIS
s1aa	w1e2b	dabei	dabei	dabei	PTKVZ
s1aa	w1e2c	.	.	.	$.

# text = 101 .
s8d5	w9bba	101	101	101	CARD
s8d5	w9bbb	.	.	.	$.

# text = Sei wie die Biene nur zu keiner Stunde muͤßig !
s1ab	w1e2d	Sei	Sei	sein	VAFIN
s1ab	w1e2e	wie	wie	wie	KOKOM
s1ab	w1e2f	die	die	d	ART
s1ab	w1e30	Biene	Biene	Biene	NN
s1ab	w1e31	nur	nur	nur	ADV
s1ab	w1e32	zu	zu	zu	APPR
s1ab	w1e33	keiner	keiner	keine	PIAT
s1ab	w1e34	Stunde	Stunde	Stunde	NN
s1ab	w1e35	müßig	muͤßig	müßig	ADJD
s1ab	w1e36	!	!	!	$.

# text = Sie ſammelt Wachs , wann noch der Honig nicht iſt fluͤſſig .
s1ac	w1e37	Sie	Sie	sie	PPER
s1ac	w1e38	sammelt	ſammelt	sammeln	VVFIN
s1ac	w1e39	Wachs	Wachs	Wachs	NN
s1ac	w1e3a	,	,	,	$,
s1ac	w1e3b	wann	wann	wann	PWAV
s1ac	w1e3c	noch	noch	noch	ADV
s1ac	w1e3d	der	der	d	ART
s1ac	w1e3e	Honig	Honig	Honig	NN
s1ac	w1e3f	nicht	nicht	nicht	PTKNEG
s1ac	w1e40	ist	iſt	sein	VAFIN
s1ac	w1e41	flüssig	fluͤſſig	flüssig	ADJD
s1ac	w1e42	.	.	.	$.

# text = Doch wann der ſuͤße Duft im Sonnenbrande raucht , Sofreut ſie ſich daß ſie nicht Wachs zu ſammeln braucht .
s1ad	w1e43	Doch	Doch	doch	KON
s1ad	w1e44	wann	wann	wann	PWAV
s1ad	w1e45	der	der	d	ART
s1ad	w1e46	süße	ſuͤße	süß	ADJA
s1ad	w1e47	Duft	Duft	Duft	NN
s1ad	w1e48	im	im	im	APPRART
s1ad	w1e49	Sonnenbrande	Sonnenbrande	Sonnenbrand	NN
s1ad	w1e4a	raucht	raucht	rauchen	VVFIN
s1ad	w1e4b	,	,	,	$,
s1ad	w1e4c	Sofreut	Sofreut	sofreut	VVFIN
s1ad	w1e4d	sie	ſie	sie	PPER
s1ad	w1e4e	sich	ſich	sich	PRF
s1ad	w1e4f	daß	daß	daß	KOUS
s1ad	w1e50	sie	ſie	sie	PPER
s1ad	w1e51	nicht	nicht	nicht	PTKNEG
s1ad	w1e52	Wachs	Wachs	Wachs	NN
s1ad	w1e53	zu	zu	zu	PTKZU
s1ad	w1e54	sammeln	ſammeln	sammeln	VVINF
s1ad	w1e55	braucht	braucht	brauchen	VVFIN
s1ad	w1e56	.	.	.	$.

# text = 102 .
s8d6	w9bbc	102	102	102	CARD
s8d6	w9bbd	.	.	.	$.

# text = Du fuͤhlſt , durch Irrthum nur kannſt du zum Ziele kommen ; Doch nur ein Thor hat ſich zu irren vorgenommen .
s1ae	w1e57	Du	Du	du	PPER
s1ae	w1e58	fühlst	fuͤhlſt	fühlen	VVFIN
s1ae	w1e59	,	,	,	$,
s1ae	w1e5a	durch	durch	durch	APPR
s1ae	w1e5b	Irrtum	Irrthum	Irrtum	NN
s1ae	w1e5c	nur	nur	nur	ADV
s1ae	w1e5d	kannst	kannſt	können	VMFIN
s1ae	w1e5e	du	du	du	PPER
s1ae	w1e5f	zum	zum	zum	APPRART
s1ae	w1e60	Ziele	Ziele	Ziel	NN
s1ae	w1e61	kommen	kommen	kommen	VVINF
s1ae	w1e62	;	;	;	$.
s1ae	w1e63	Doch	Doch	doch	KON
s1ae	w1e64	nur	nur	nur	ADV
s1ae	w1e65	ein	ein	eine	ART
s1ae	w1e66	Tor	Thor	Tor	NN
s1ae	w1e67	hat	hat	haben	VAFIN
s1ae	w1e68	sich	ſich	sich	PRF
s1ae	w1e69	zu	zu	zu	PTKZU
s1ae	w1e6a	irren	irren	irren	VVINF
s1ae	w1e6b	vorgenommen	vorgenommen	vornehmen	VVPP
s1ae	w1e6c	.	.	.	$.

# text = Du fuͤhlſt , erheben kannſt du dich , wo du gefallen ; Doch nur ein Toller wird dem Fall entgegen wallen .
s1af	w1e6d	Du	Du	du	PPER
s1af	w1e6e	fühlst	fuͤhlſt	fühlen	VVFIN
s1af	w1e6f	,	,	,	$,
s1af	w1e70	erheben	erheben	erheben	VVINF
s1af	w1e71	kannst	kannſt	können	VMFIN
s1af	w1e72	du	du	du	PPER
s1af	w1e73	dich	dich	dich	PRF
s1af	w1e74	,	,	,	$,
s1af	w1e75	wo	wo	wo	PWAV
s1af	w1e76	du	du	du	PPER
s1af	w1e77	gefallen	gefallen	gefallen	VVPP
s1af	w1e78	;	;	;	$.
s1af	w1e79	Doch	Doch	doch	KON
s1af	w1e7a	nur	nur	nur	ADV
s1af	w1e7b	ein	ein	eine	ART
s1af	w1e7c	Toller	Toller	Toller	NN
s1af	w1e7d	wird	wird	werden	VAFIN
s1af	w1e7e	dem	dem	d	ART
s1af	w1e7f	Fall	Fall	Fall	NN
s1af	w1e80	entgegen	entgegen	entgegen	APPO
s1af	w1e81	wallen	wallen	wallen	VVINF
s1af	w1e82	.	.	.	$.

# text = Mit Maͤngeln kommt man zwar , doch nicht durch ſie zum Ziel , Nicht weil man fiel und irrt' , obgleich man irrt' und fiel .
s1b0	w1e83	Mit	Mit	mit	APPR
s1b0	w1e84	Mängeln	Maͤngeln	Mangel	NN
s1b0	w1e85	kommt	kommt	kommen	VVFIN
s1b0	w1e86	man	man	man	PIS
s1b0	w1e87	zwar	zwar	zwar	ADV
s1b0	w1e88	,	,	,	$,
s1b0	w1e89	doch	doch	doch	ADV
s1b0	w1e8a	nicht	nicht	nicht	PTKNEG
s1b0	w1e8b	durch	durch	durch	APPR
s1b0	w1e8c	sie	ſie	sie	PPER
s1b0	w1e8d	zum	zum	zum	APPRART
s1b0	w1e8e	Ziel	Ziel	Ziel	NN
s1b0	w1e8f	,	,	,	$,
s1b0	w1e90	Nicht	Nicht	nicht	PTKNEG
s1b0	w1e91	weil	weil	weil	KOUS
s1b0	w1e92	man	man	man	PIS
s1b0	w1e93	fiel	fiel	fallen	VVFIN
s1b0	w1e94	und	und	und	KON
s1b0	w1e95	irrt	irrt'	irren	VVFIN
s1b0	w1e96	,	,	,	$,
s1b0	w1e97	obgleich	obgleich	obgleich	KOUS
s1b0	w1e98	man	man	man	PIS
s1b0	w1e99	irrt	irrt'	irren	VVFIN
s1b0	w1e9a	und	und	und	KON
s1b0	w1e9b	fiel	fiel	fallen	VVFIN
s1b0	w1e9c	.	.	.	$.

# text = 103 .
s8d7	w9bbe	103	103	103	CARD
s8d7	w9bbf	.	.	.	$.

# text = Ein Bruchſtuͤck immer iſt des einzlen Mannes Wiſſen , Das er als Ganzes darzuſtellen iſt befliſſen ;
s1b1	w1e9d	Ein	Ein	eine	ART
s1b1	w1e9e	Bruchstück	Bruchſtuͤck	Bruchstück	NN
s1b1	w1e9f	immer	immer	immer	ADV
s1b1	w1ea0	ist	iſt	sein	VAFIN
s1b1	w1ea1	des	des	d	ART
s1b1	w1ea2	einzeln	einzlen	einzeln	ADJD
s1b1	w1ea3	Mannes	Mannes	Mann	NN
s1b1	w1ea4	Wissen	Wiſſen	wissen	VVFIN
s1b1	w1ea5	,	,	,	$,
s1b1	w1ea6	Das	Das	die	PDS
s1b1	w1ea7	er	er	er	PPER
s1b1	w1ea8	als	als	als	KOKOM
s1b1	w1ea9	Ganzes	Ganzes	Ganze	NN
s1b1	w1eaa	darzustellen	darzuſtellen	darstellen	VVIZU
s1b1	w1eab	ist	iſt	sein	VAFIN
s1b1	w1eac	beflissen	befliſſen	befleißen	VVPP
s1b1	w1ead	;	;	;	$.

# text = Zu loben , wenn er es von innen will ergaͤnzen , Zu tadeln , wenn mit Schein der Ganzheit uͤberglaͤnzen .
s1b2	w1eae	Zu	Zu	zu	PTKZU
s1b2	w1eaf	loben	loben	loben	VVINF
s1b2	w1eb0	,	,	,	$,
s1b2	w1eb1	wenn	wenn	wenn	KOUS
s1b2	w1eb2	er	er	er	PPER
s1b2	w1eb3	es	es	es	PPER
s1b2	w1eb4	von	von	von	APPR
s1b2	w1eb5	innen	innen	innen	ADV
s1b2	w1eb6	will	will	wollen	VMFIN
s1b2	w1eb7	ergänzen	ergaͤnzen	ergänzen	VVINF
s1b2	w1eb8	,	,	,	$,
s1b2	w1eb9	Zu	Zu	zu	PTKZU
s1b2	w1eba	tadeln	tadeln	tadeln	VVINF
s1b2	w1ebb	,	,	,	$,
s1b2	w1ebc	wenn	wenn	wenn	KOUS
s1b2	w1ebd	mit	mit	mit	APPR
s1b2	w1ebe	Schein	Schein	Schein	NN
s1b2	w1ebf	der	der	d	ART
s1b2	w1ec0	Ganzheit	Ganzheit	Ganzheit	NN
s1b2	w1ec1	überglänzen	uͤberglaͤnzen	überglänzen	VVINF
s1b2	w1ec2	.	.	.	$.

# text = In dieſem Fall iſt doch , wer lehren will und ſoll , Eh alle Faͤcher noch des Wiſſens er weiß voll .
s1b3	w1ec3	In	In	in	APPR
s1b3	w1ec4	diesem	dieſem	diese	PDAT
s1b3	w1ec5	Fall	Fall	Fall	NN
s1b3	w1ec6	ist	iſt	sein	VAFIN
s1b3	w1ec7	doch	doch	doch	ADV
s1b3	w1ec8	,	,	,	$,
s1b3	w1ec9	wer	wer	wer	PWS
s1b3	w1eca	lehren	lehren	lehren	VVINF
s1b3	w1ecb	will	will	wollen	VMFIN
s1b3	w1ecc	und	und	und	KON
s1b3	w1ecd	soll	ſoll	sollen	VMFIN
s1b3	w1ece	,	,	,	$,
s1b3	w1ecf	Ehe	Eh	ehe	KOUS
s1b3	w1ed0	alle	alle	alle	PIAT
s1b3	w1ed1	Fächer	Faͤcher	Fächer	NN
s1b3	w1ed2	noch	noch	noch	ADV
s1b3	w1ed3	des	des	d	ART
s1b3	w1ed4	Wissens	Wiſſens	Wissen	NN
s1b3	w1ed5	er	er	er	PPER
s1b3	w1ed6	weiß	weiß	wissen	VVFIN
s1b3	w1ed7	voll	voll	voll	ADJD
s1b3	w1ed8	.	.	.	$.

# text = Er darf dem Lernenden nicht zeigen ſeine Luͤcken , Mit mehr und minder Kunſt muß er denn ſchlagen Bruͤcken ,
s1b4	w1ed9	Er	Er	er	PPER
s1b4	w1eda	darf	darf	dürfen	VMFIN
s1b4	w1edb	dem	dem	d	ART
s1b4	w1edc	Lernenden	Lernenden	Lernende	NN
s1b4	w1edd	nicht	nicht	nicht	PTKNEG
s1b4	w1ede	zeigen	zeigen	zeigen	VVFIN
s1b4	w1edf	seine	ſeine	seine	PPOSAT
s1b4	w1ee0	Lücken	Luͤcken	Lücke	NN
s1b4	w1ee1	,	,	,	$,
s1b4	w1ee2	Mit	Mit	mit	APPR
s1b4	w1ee3	mehr	mehr	mehr	ADV
s1b4	w1ee4	und	und	und	KON
s1b4	w1ee5	minder	minder	minder	ADV
s1b4	w1ee6	Kunst	Kunſt	Kunst	NN
s1b4	w1ee7	muß	muß	müssen	VMFIN
s1b4	w1ee8	er	er	er	PPER
s1b4	w1ee9	denn	denn	denn	ADV
s1b4	w1eea	schlagen	ſchlagen	schlagen	VVFIN
s1b4	w1eeb	Brücken	Bruͤcken	Brücke	NN
s1b4	w1eec	,	,	,	$,

# text = Daß alles ſcheine nur zuſammen fein zu hangen , Vom einen End der Welt zum andern zu gelangen .
s1b5	w1eed	Daß	Daß	daß	KOUS
s1b5	w1eee	alles	alles	alle	PIS
s1b5	w1eef	scheine	ſcheine	scheinen	VVFIN
s1b5	w1ef0	nur	nur	nur	ADV
s1b5	w1ef1	zusammen	zuſammen	zusammen	ADV
s1b5	w1ef2	fein	fein	fein	ADJD
s1b5	w1ef3	zu	zu	zu	PTKZU
s1b5	w1ef4	hängen	hangen	hängen	VVINF
s1b5	w1ef5	,	,	,	$,
s1b5	w1ef6	Vom	Vom	vom	APPRART
s1b5	w1ef7	einen	einen	eine	ART
s1b5	w1ef8	Ende	End	Ende	NN
s1b5	w1ef9	der	der	d	ART
s1b5	w1efa	Welt	Welt	Welt	NN
s1b5	w1efb	zum	zum	zum	APPRART
s1b5	w1efc	anderen	andern	ander	ADJA
s1b5	w1efd	zu	zu	zu	PTKZU
s1b5	w1efe	gelangen	gelangen	gelangen	VVINF
s1b5	w1eff	.	.	.	$.

# text = Der arme Mann muß ſich mit fremden Federn ſchmuͤcken , Weil er kein Lehrgedicht darf geben in Bruchſtuͤcken .
s1b6	w1f00	Der	Der	d	ART
s1b6	w1f01	arme	arme	arm	ADJA
s1b6	w1f02	Mann	Mann	Mann	NN
s1b6	w1f03	muß	muß	müssen	VMFIN
s1b6	w1f04	sich	ſich	sich	PRF
s1b6	w1f05	mit	mit	mit	APPR
s1b6	w1f06	fremden	fremden	fremd	ADJA
s1b6	w1f07	Federn	Federn	Feder	NN
s1b6	w1f08	schmücken	ſchmuͤcken	schmücken	VVINF
s1b6	w1f09	,	,	,	$,
s1b6	w1f0a	Weil	Weil	weil	KOUS
s1b6	w1f0b	er	er	er	PPER
s1b6	w1f0c	kein	kein	keine	PIAT
s1b6	w1f0d	Lehrgedicht	Lehrgedicht	Lehrgedicht	NN
s1b6	w1f0e	darf	darf	dürfen	VMFIN
s1b6	w1f0f	geben	geben	geben	VVINF
s1b6	w1f10	in	in	in	APPR
s1b6	w1f11	Bruchstücken	Bruchſtuͤcken	Bruchstück	NN
s1b6	w1f12	.	.	.	$.

# text = 104 .
s8d8	w9bc0	104	104	104	CARD
s8d8	w9bc1	.	.	.	$.

# text = O ſeliges Gefuͤhl , zu fuͤhlen daß du lebeſt , Empfangeſt Leben von der Welt und Leben gebeſt ;
s1b7	w1f13	O	O	O	NE
s1b7	w1f14	seliges	ſeliges	selig	ADJA
s1b7	w1f15	Gefühl	Gefuͤhl	Gefühl	NN
s1b7	w1f16	,	,	,	$,
s1b7	w1f17	zu	zu	zu	PTKZU
s1b7	w1f18	fühlen	fuͤhlen	fühlen	VVINF
s1b7	w1f19	daß	daß	daß	KOUS
s1b7	w1f1a	du	du	du	PPER
s1b7	w1f1b	lebest	lebeſt	leben	VVFIN
s1b7	w1f1c	,	,	,	$,
s1b7	w1f1d	Empfangest	Empfangeſt	empfangen	VVFIN
s1b7	w1f1e	Leben	Leben	Leben	NN
s1b7	w1f1f	von	von	von	APPR
s1b7	w1f20	der	der	d	ART
s1b7	w1f21	Welt	Welt	Welt	NN
s1b7	w1f22	und	und	und	KON
s1b7	w1f23	Leben	Leben	Leben	NN
s1b7	w1f24	gebest	gebeſt	geben	VVFIN
s1b7	w1f25	;	;	;	$.

# text = Ein Glied des Leibs zu ſeyn , der tauſendfach ſich gliedert , Wo Herrſchen nicht erhoͤht und Dienen nicht erniedert .
s1b8	w1f26	Ein	Ein	eine	ART
s1b8	w1f27	Glied	Glied	Glied	NN
s1b8	w1f28	des	des	d	ART
s1b8	w1f29	Leibs	Leibs	Leib	NN
s1b8	w1f2a	zu	zu	zu	PTKZU
s1b8	w1f2b	sein	ſeyn	sein	VAINF
s1b8	w1f2c	,	,	,	$,
s1b8	w1f2d	der	der	die	PRELS
s1b8	w1f2e	tausendfach	tauſendfach	tausendfach	ADJD
s1b8	w1f2f	sich	ſich	sich	PRF
s1b8	w1f30	gliedert	gliedert	gliedern	VVFIN
s1b8	w1f31	,	,	,	$,
s1b8	w1f32	Wo	Wo	wo	PWAV
s1b8	w1f33	Herrschen	Herrſchen	Herrschen	NN
s1b8	w1f34	nicht	nicht	nicht	PTKNEG
s1b8	w1f35	erhöht	erhoͤht	erhöhen	VVPP
s1b8	w1f36	und	und	und	KON
s1b8	w1f37	Dienen	Dienen	Dien	NN
s1b8	w1f38	nicht	nicht	nicht	PTKNEG
s1b8	w1f39	erniedert	erniedert	erniedern	VVPP
s1b8	w1f3a	.	.	.	$.

# text = Denn alles iſt Gefaͤß , das immer feiner ſeigert , Wodurch ſich Nahrungsſaft zum Nervengeiſte ſteigert .
s1b9	w1f3b	Denn	Denn	denn	KON
s1b9	w1f3c	alles	alles	alle	PIS
s1b9	w1f3d	ist	iſt	sein	VAFIN
s1b9	w1f3e	Gefäß	Gefaͤß	Gefäß	NN
s1b9	w1f3f	,	,	,	$,
s1b9	w1f40	das	das	die	PRELS
s1b9	w1f41	immer	immer	immer	ADV
s1b9	w1f42	feiner	feiner	fein	ADJD
s1b9	w1f43	seigert	ſeigert	seigern	VVFIN
s1b9	w1f44	,	,	,	$,
s1b9	w1f45	Wodurch	Wodurch	wodurch	PWAV
s1b9	w1f46	sich	ſich	sich	PRF
s1b9	w1f47	Nahrungssaft	Nahrungsſaft	Nahrungssaft	NN
s1b9	w1f48	zum	zum	zum	APPRART
s1b9	w1f49	Nervengeiste	Nervengeiſte	Nervengeist	NN
s1b9	w1f4a	steigert	ſteigert	steigern	VVFIN
s1b9	w1f4b	.	.	.	$.

# text = Die Stell' , an die du biſt geſtellt , beſtelle du , O Werkzeug im Gewerk des Lebens wirke zu !
s1ba	w1f4c	Die	Die	d	ART
s1ba	w1f4d	Stelle	Stell'	Stelle	NN
s1ba	w1f4e	,	,	,	$,
s1ba	w1f4f	an	an	an	APPR
s1ba	w1f50	die	die	die	PRELS
s1ba	w1f51	du	du	du	PPER
s1ba	w1f52	bist	biſt	sein	VAFIN
s1ba	w1f53	gestellt	geſtellt	stellen	VVPP
s1ba	w1f54	,	,	,	$,
s1ba	w1f55	bestelle	beſtelle	bestellen	VVFIN
s1ba	w1f56	du	du	du	PPER
s1ba	w1f57	,	,	,	$,
s1ba	w1f58	O	O	O	NE
s1ba	w1f59	Werkzeug	Werkzeug	Werkzeug	NN
s1ba	w1f5a	im	im	im	APPRART
s1ba	w1f5b	Gewerk	Gewerk	Gewerk	NN
s1ba	w1f5c	des	des	d	ART
s1ba	w1f5d	Lebens	Lebens	Leben	NN
s1ba	w1f5e	wirke	wirke	wirken	VVFIN
s1ba	w1f5f	zu	zu	zu	PTKVZ
s1ba	w1f60	!	!	!	$.

# text = Und fuͤhle , daß du nicht entaͤußernd dich verlierſt , Daß du die Welt aus dir , dich aus der Welt gebierſt .
s1bb	w1f61	Und	Und	und	KON
s1bb	w1f62	fühle	fuͤhle	fühlen	VVFIN
s1bb	w1f63	,	,	,	$,
s1bb	w1f64	daß	daß	daß	KOUS
s1bb	w1f65	du	du	du	PPER
s1bb	w1f66	nicht	nicht	nicht	PTKNEG
s1bb	w1f67	entäußernd	entaͤußernd	entäußern	VVPP
s1bb	w1f68	dich	dich	du	PPER
s1bb	w1f69	verlierst	verlierſt	verlieren	VVFIN
s1bb	w1f6a	,	,	,	$,
s1bb	w1f6b	Daß	Daß	daß	KOUS
s1bb	w1f6c	du	du	du	PPER
s1bb	w1f6d	die	die	d	ART
s1bb	w1f6e	Welt	Welt	Welt	NN
s1bb	w1f6f	aus	aus	aus	APPR
s1bb	w1f70	dir	dir	du	PPER
s1bb	w1f71	,	,	,	$,
s1bb	w1f72	dich	dich	dich	PRF
s1bb	w1f73	aus	aus	aus	APPR
s1bb	w1f74	der	der	d	ART
s1bb	w1f75	Welt	Welt	Welt	NN
s1bb	w1f76	gebierst	gebierſt	gebären	VVFIN
s1bb	w1f77	.	.	.	$.

# text = Du zieheſt ſie in dich , um ſie dir anzugleichen , Und gehſt in ſie um aufzudruͤcken ihr dein Zeichen .
s1bc	w1f78	Du	Du	du	PPER
s1bc	w1f79	ziehest	zieheſt	ziehen	VVFIN
s1bc	w1f7a	sie	ſie	sie	PPER
s1bc	w1f7b	in	in	in	APPR
s1bc	w1f7c	dich	dich	du	PPER
s1bc	w1f7d	,	,	,	$,
s1bc	w1f7e	um	um	um	KOUI
s1bc	w1f7f	sie	ſie	sie	PPER
s1bc	w1f80	dir	dir	du	PPER
s1bc	w1f81	anzugleichen	anzugleichen	angleichen	VVIZU
s1bc	w1f82	,	,	,	$,
s1bc	w1f83	Und	Und	und	KON
s1bc	w1f84	gehst	gehſt	gehen	VVFIN
s1bc	w1f85	in	in	in	APPR
s1bc	w1f86	sie	ſie	sie	PPER
s1bc	w1f87	um	um	um	APPR
s1bc	w1f88	aufzudrücken	aufzudruͤcken	aufdrücken	VVIZU
s1bc	w1f89	ihr	ihr	sie	PPER
s1bc	w1f8a	dein	dein	dein	PPOSAT
s1bc	w1f8b	Zeichen	Zeichen	Zeichen	NN
s1bc	w1f8c	.	.	.	$.

# text = Ein Puͤnktchen und zugleich ein Mittelpunkt , ein Ich ; So unterordne dir und unterordne dich !
s1bd	w1f8d	Ein	Ein	eine	ART
s1bd	w1f8e	Pünktchen	Puͤnktchen	Punktchen	NN
s1bd	w1f8f	und	und	und	KON
s1bd	w1f90	zugleich	zugleich	zugleich	ADV
s1bd	w1f91	ein	ein	eine	ART
s1bd	w1f92	Mittelpunkt	Mittelpunkt	Mittelpunkt	NN
s1bd	w1f93	,	,	,	$,
s1bd	w1f94	ein	ein	eine	ART
s1bd	w1f95	Ich	Ich	ich	PPER
s1bd	w1f96	;	;	;	$.
s1bd	w1f97	So	So	so	ADV
s1bd	w1f98	unterordne	unterordne	unterordnen	VVFIN
s1bd	w1f99	dir	dir	du	PPER
s1bd	w1f9a	und	und	und	KON
s1bd	w1f9b	unterordne	unterordne	unterordnen	VVFIN
s1bd	w1f9c	dich	dich	du	PPER
s1bd	w1f9d	!	!	!	$.

# text = 105 .
s8d9	w9bc2	105	105	105	CARD
s8d9	w9bc3	.	.	.	$.

# text = Geldhunger nicht allein hat nie geſtopft den Mund , Der Ruhmdurſt noch vielmehr hat immer trocknen Schlund .
s1be	w1f9e	Geldhunger	Geldhunger	Geldhunger	NN
s1be	w1f9f	nicht	nicht	nicht	PTKNEG
s1be	w1fa0	allein	allein	allein	ADV
s1be	w1fa1	hat	hat	haben	VAFIN
s1be	w1fa2	nie	nie	nie	ADV
s1be	w1fa3	gestopft	geſtopft	stopfen	VVPP
s1be	w1fa4	den	den	d	ART
s1be	w1fa5	Mund	Mund	Mund	NN
s1be	w1fa6	,	,	,	$,
s1be	w1fa7	Der	Der	d	ART
s1be	w1fa8	Ruhmdurst	Ruhmdurſt	Ruhmdurst	NN
s1be	w1fa9	noch	noch	noch	ADV
s1be	w1faa	vielmehr	vielmehr	vielmehr	ADV
s1be	w1fab	hat	hat	haben	VAFIN
s1be	w1fac	immer	immer	immer	ADV
s1be	w1fad	trockenen	trocknen	trocken	ADJA
s1be	w1fae	Schlund	Schlund	Schlund	NN
s1be	w1faf	.	.	.	$.

# text = Er ſchlinget Strom auf Strom , und fuͤhlt ſich nicht geletzt ; Das Troͤpflein brennet ihn , das fremde Gaumen netzt .
s1bf	w1fb0	Er	Er	er	PPER
s1bf	w1fb1	schlinget	ſchlinget	schlingen	VVFIN
s1bf	w1fb2	Strom	Strom	Strom	NN
s1bf	w1fb3	auf	auf	auf	APPR
s1bf	w1fb4	Strom	Strom	Strom	NN
s1bf	w1fb5	,	,	,	$,
s1bf	w1fb6	und	und	und	KON
s1bf	w1fb7	fühlt	fuͤhlt	fühlen	VVFIN
s1bf	w1fb8	sich	ſich	sich	PRF
s1bf	w1fb9	nicht	nicht	nicht	PTKNEG
