S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
s1a5	w3784	und	und	und	KON
s1a5	w3785	diese	dieſe	diese	PDS
s1a5	w3786	wieder	wieder	wieder	ADV
s1a5	w3787	in	in	in	APPR
s1a5	w3788	sechzig	ſechzig	sechzig	CARD
s1a5	w3789	Massichtos	Maſſichtos	Massichtos	NN
s1a5	w378a	abgeteilt	abgetheilt	abteilen	VVPP
s1a5	w378b	,	,	,	$,
s1a5	w378c	und	und	und	KON
s1a5	w378d	im	im	im	APPRART
s1a5	w378e	Jahr	Jahr	Jahr	NN
s1a5	w378f	219	219	219	CARD
s1a5	w3790	n.	n.	n.	APPR
s1a5	w3791	Chr.	Chr.	Chr.	NN
s1a5	w3792	von	von	von	APPR
s1a5	w3793	allen	allen	alle	PIAT
s1a5	w3794	jüdischen	juͤdiſchen	jüdisch	ADJA
s1a5	w3795	Synagogen	Synagogen	Synagoge	NN
s1a5	w3796	angenommen	angenommen	annehmen	VVPP
s1a5	w3797	.	.	.	$.

# text = Jm J. 230 verfaßte der Rabbi Jochanan einen zweiten Theil des Talmuds unter dem Titel : Gemara , welcher als Erklaͤrung und Ergaͤnzung der Miſchna anzuſehen iſt .
s1a6	w3798	Im	Jm	im	APPRART
s1a6	w3799	J.	J.	J.	NE
s1a6	w379a	230	230	230	CARD
s1a6	w379b	verfaßte	verfaßte	verfassen	VVFIN
s1a6	w379c	der	der	d	ART
s1a6	w379d	Rabbi	Rabbi	Rabbi	NN
s1a6	w379e	Jochanan	Jochanan	Jochanan	NE
s1a6	w379f	einen	einen	eine	ART
s1a6	w37a0	zweiten	zweiten	zweit	ADJA
s1a6	w37a1	Teil	Theil	Teil	NN
s1a6	w37a2	des	des	d	ART
s1a6	w37a3	Talmuds	Talmuds	Talmud	NN
s1a6	w37a4	unter	unter	unter	APPR
s1a6	w37a5	dem	dem	d	ART
s1a6	w37a6	Titel	Titel	Titel	NN
s1a6	w37a7	:	:	:	$.
s1a6	w37a8	Gemara	Gemara	Gemara	NN
s1a6	w37a9	,	,	,	$,
s1a6	w37aa	welcher	welcher	welche	PRELS
s1a6	w37ab	als	als	als	KOKOM
s1a6	w37ac	Erklärung	Erklaͤrung	Erklärung	NN
s1a6	w37ad	und	und	und	KON
s1a6	w37ae	Ergänzung	Ergaͤnzung	Ergänzung	NN
s1a6	w37af	der	der	d	ART
s1a6	w37b0	Mischna	Miſchna	Mischna	NN
s1a6	w37b1	anzusehen	anzuſehen	ansehen	VVIZU
s1a6	w37b2	ist	iſt	sein	VAFIN
s1a6	w37b3	.	.	.	$.

# text = Beide Werke , die Miſchna des Juda und die Gemara des Jochanan werden zuſammen der Talmud von Jeruſalem genannt , weil ihre Urheber ſich in Palaͤſtina befanden .
s1a7	w37b4	Beide	Beide	beide	PIAT
s1a7	w37b5	Werke	Werke	Werk	NN
s1a7	w37b6	,	,	,	$,
s1a7	w37b7	die	die	d	ART
s1a7	w37b8	Mischna	Miſchna	Mischna	NN
s1a7	w37b9	des	des	d	ART
s1a7	w37ba	Juda	Juda	Juda	NE
s1a7	w37bb	und	und	und	KON
s1a7	w37bc	die	die	d	ART
s1a7	w37bd	Gemara	Gemara	Gemara	NN
s1a7	w37be	des	des	d	ART
s1a7	w37bf	Jochanan	Jochanan	Jochanan	NN
s1a7	w37c0	werden	werden	werden	VAFIN
s1a7	w37c1	zusammen	zuſammen	zusammen	ADV
s1a7	w37c2	der	der	d	ART
s1a7	w37c3	Talmud	Talmud	Talmud	NN
s1a7	w37c4	von	von	von	APPR
s1a7	w37c5	Jerusalem	Jeruſalem	Jerusalem	NE
s1a7	w37c6	genannt	genannt	nennen	VVPP
s1a7	w37c7	,	,	,	$,
s1a7	w37c8	weil	weil	weil	KOUS
s1a7	w37c9	ihre	ihre	ihr	PPOSAT
s1a7	w37ca	Urheber	Urheber	Urheber	NN
s1a7	w37cb	sich	ſich	sich	PRF
s1a7	w37cc	in	in	in	APPR
s1a7	w37cd	Palästina	Palaͤſtina	Palästina	NE
s1a7	w37ce	befanden	befanden	befinden	VVFIN
s1a7	w37cf	.	.	.	$.

# text = Einen faſt eben ſo großen Ruhm , wie Juda der Heilige durch ſeine Miſchna , erwarb ſich Jochanan durch die Gemara bei den Juden .
s1a8	w37d0	Einen	Einen	eine	ART
s1a8	w37d1	fast	faſt	fast	ADV
s1a8	w37d2	eben	eben	eben	ADV
s1a8	w37d3	so	ſo	so	ADV
s1a8	w37d4	großen	großen	groß	ADJA
s1a8	w37d5	Ruhm	Ruhm	Ruhm	NN
s1a8	w37d6	,	,	,	$,
s1a8	w37d7	wie	wie	wie	PWAV
s1a8	w37d8	Juda	Juda	Juda	NE
s1a8	w37d9	der	der	d	ART
s1a8	w37da	Heilige	Heilige	heilig	ADJA
s1a8	w37db	durch	durch	durch	APPR
s1a8	w37dc	seine	ſeine	seine	PPOSAT
s1a8	w37dd	Mischna	Miſchna	Mischna	NN
s1a8	w37de	,	,	,	$,
s1a8	w37df	erwarb	erwarb	erwerben	VVFIN
s1a8	w37e0	sich	ſich	sich	PRF
s1a8	w37e1	Jochanan	Jochanan	Jochanan	NE
s1a8	w37e2	durch	durch	durch	APPR
s1a8	w37e3	die	die	d	ART
s1a8	w37e4	Gemara	Gemara	Gemara	NN
s1a8	w37e5	bei	bei	bei	APPR
s1a8	w37e6	den	den	d	ART
s1a8	w37e7	Juden	Juden	Jude	NN
s1a8	w37e8	.	.	.	$.

# text = „ Wenn der ganze Himmel Papier , alle Baͤume Federn , alle Gewaͤſſer Tinte und alle Menſchen Schriftſteller waͤren , ſprechen die Hebraͤer , ſo wuͤrde es doch unmoͤglich ſeyn , die Verdienſte des Rabbi Jochanan wuͤrdig zu preiſen .
s1a9	w37e9	"	„	"	$(
s1a9	w37ea	Wenn	Wenn	wenn	KOUS
s1a9	w37eb	der	der	d	ART
s1a9	w37ec	ganze	ganze	ganz	ADJA
s1a9	w37ed	Himmel	Himmel	Himmel	NN
s1a9	w37ee	Papier	Papier	Papier	NN
s1a9	w37ef	,	,	,	$,
s1a9	w37f0	alle	alle	alle	PIAT
s1a9	w37f1	Bäume	Baͤume	Baum	NN
s1a9	w37f2	Federn	Federn	Feder	NN
s1a9	w37f3	,	,	,	$,
s1a9	w37f4	alle	alle	alle	PIAT
s1a9	w37f5	Gewässer	Gewaͤſſer	Gewässer	NN
s1a9	w37f6	Tinte	Tinte	Tinte	NN
s1a9	w37f7	und	und	und	KON
s1a9	w37f8	alle	alle	alle	PIAT
s1a9	w37f9	Menschen	Menſchen	Mensch	NN
s1a9	w37fa	Schriftsteller	Schriftſteller	Schriftsteller	NN
s1a9	w37fb	wären	waͤren	sein	VAFIN
s1a9	w37fc	,	,	,	$,
s1a9	w37fd	sprechen	ſprechen	sprechen	VVFIN
s1a9	w37fe	die	die	d	ART
s1a9	w37ff	Hebräer	Hebraͤer	Hebräer	NN
s1a9	w3800	,	,	,	$,
s1a9	w3801	so	ſo	so	ADV
s1a9	w3802	würde	wuͤrde	werden	VAFIN
s1a9	w3803	es	es	es	PPER
s1a9	w3804	doch	doch	doch	ADV
s1a9	w3805	unmöglich	unmoͤglich	unmöglich	ADJD
s1a9	w3806	sein	ſeyn	sein	VAINF
s1a9	w3807	,	,	,	$,
s1a9	w3808	die	die	d	ART
s1a9	w3809	Verdienste	Verdienſte	Verdienst	NN
s1a9	w380a	des	des	d	ART
s1a9	w380b	Rabbi	Rabbi	Rabbi	NN
s1a9	w380c	Jochanan	Jochanan	Jochanan	NE
s1a9	w380d	würdig	wuͤrdig	würdig	ADJD
s1a9	w380e	zu	zu	zu	PTKZU
s1a9	w380f	preisen	preiſen	preisen	VVFIN
s1a9	w3810	.	.	.	$.

# text = Tadel und Lob der Jſraeliten beſtehen , bekanntlich in der Laͤnge und Breite .
s1aa	w3811	Tadel	Tadel	Tadel	NN
s1aa	w3812	und	und	und	KON
s1aa	w3813	Lob	Lob	Lob	NN
s1aa	w3814	der	der	d	ART
s1aa	w3815	Israeliten	Jſraeliten	Israelit	NN
s1aa	w3816	bestehen	beſtehen	bestehen	VVFIN
s1aa	w3817	,	,	,	$,
s1aa	w3818	bekanntlich	bekanntlich	bekanntlich	ADV
s1aa	w3819	in	in	in	APPR
s1aa	w381a	der	der	d	ART
s1aa	w381b	Länge	Laͤnge	Länge	NN
s1aa	w381c	und	und	und	KON
s1aa	w381d	Breite	Breite	Breite	NN
s1aa	w381e	.	.	.	$.

# text = Um das Jahr 367 begann der Rabbi Asce oder Aſſe , Vorſteher der Schule zu Sora in Babylonien , gleichfalls eine Gemara , die aber bei ſeinem Tode ( 427 n. Chr. ) noch nicht vollendet war .
s1ab	w381f	Um	Um	um	KOUI
s1ab	w3820	das	das	d	ART
s1ab	w3821	Jahr	Jahr	Jahr	NN
s1ab	w3822	367	367	367	CARD
s1ab	w3823	begann	begann	beginnen	VVFIN
s1ab	w3824	der	der	d	ART
s1ab	w3825	Rabbi	Rabbi	Rabbi	NN
s1ab	w3826	Asce	Asce	Asce	NE
s1ab	w3827	oder	oder	oder	KON
s1ab	w3828	Asse	Aſſe	Asse	NE
s1ab	w3829	,	,	,	$,
s1ab	w382a	Vorsteher	Vorſteher	Vorsteher	NN
s1ab	w382b	der	der	d	ART
s1ab	w382c	Schule	Schule	Schule	NN
s1ab	w382d	zu	zu	zu	APPR
s1ab	w382e	Sora	Sora	Sora	NN
s1ab	w382f	in	in	in	APPR
s1ab	w3830	Babylonien	Babylonien	Babylonien	NE
s1ab	w3831	,	,	,	$,
s1ab	w3832	gleichfalls	gleichfalls	gleichfalls	ADV
s1ab	w3833	eine	eine	eine	ART
s1ab	w3834	Gemara	Gemara	Gemara	NN
s1ab	w3835	,	,	,	$,
s1ab	w3836	die	die	die	PRELS
s1ab	w3837	aber	aber	aber	ADV
s1ab	w3838	bei	bei	bei	APPR
s1ab	w3839	seinem	ſeinem	seine	PPOSAT
s1ab	w383a	Tode	Tode	Tod	NN
s1ab	w383b	(	(	(	$(
s1ab	w383c	427	427	427	CARD
s1ab	w383d	n.	n.	n.	APPR
s1ab	w383e	Chr.	Chr.	Chr.	NE
s1ab	w383f	)	)	)	$(
s1ab	w3840	noch	noch	noch	ADV
s1ab	w3841	nicht	nicht	nicht	PTKNEG
s1ab	w3842	vollendet	vollendet	vollenden	VVPP
s1ab	w3843	war	war	sein	VAFIN
s1ab	w3844	.	.	.	$.

# text = Sein Sohn Mar und ſein Nachfolger Maremar brachten dies Werk in drei und ſiebzig Jahren , denn vom J. 427 bis zum J. 500 arbeiteten ſie daran , voͤllig zu Stande .
s1ac	w3845	Sein	Sein	sein	PPOSAT
s1ac	w3846	Sohn	Sohn	Sohn	NN
s1ac	w3847	Mar	Mar	Mar	NE
s1ac	w3848	und	und	und	KON
s1ac	w3849	sein	ſein	sein	PPOSAT
s1ac	w384a	Nachfolger	Nachfolger	Nachfolger	NN
s1ac	w384b	Maremar	Maremar	Maremar	NN
s1ac	w384c	brachten	brachten	bringen	VVFIN
s1ac	w384d	dies	dies	diese	PDS
s1ac	w384e	Werk	Werk	Werk	NN
s1ac	w384f	in	in	in	APPR
s1ac	w3850	drei	drei	drei	CARD
s1ac	w3851	und	und	und	KON
s1ac	w3852	siebzig	ſiebzig	siebzig	CARD
s1ac	w3853	Jahren	Jahren	Jahr	NN
s1ac	w3854	,	,	,	$,
s1ac	w3855	denn	denn	denn	KON
s1ac	w3856	vom	vom	vom	APPRART
s1ac	w3857	J.	J.	J.	NE
s1ac	w3858	427	427	427	CARD
s1ac	w3859	bis	bis	bis	APPR
s1ac	w385a	zum	zum	zum	APPRART
s1ac	w385b	J.	J.	J.	NE
s1ac	w385c	500	500	500	CARD
s1ac	w385d	arbeiteten	arbeiteten	arbeiten	VVFIN
s1ac	w385e	sie	ſie	sie	PPER
s1ac	w385f	daran	daran	daran	PAV
s1ac	w3860	,	,	,	$,
s1ac	w3861	völlig	voͤllig	völlig	ADJD
s1ac	w3862	zu	zu	zu	PTKZU
s1ac	w3863	Stande	Stande	stande	VVINF
s1ac	w3864	.	.	.	$.

# text = Dieſe letztere Gemara bildet nebſt der Miſchna Juda’s des Heiligen den Talmud von Babylon .
s1ad	w3865	Diese	Dieſe	diese	PDAT
s1ad	w3866	letztere	letztere	letztere	ADJA
s1ad	w3867	Gemara	Gemara	Gemara	NN
s1ad	w3868	bildet	bildet	bilden	VVFIN
s1ad	w3869	nebst	nebſt	nebst	APPR
s1ad	w386a	der	der	d	ART
s1ad	w386b	Mischna	Miſchna	mischna	ADJA
s1ad	w386c	Juda's	Juda’s	Judas	NN
s1ad	w386d	des	des	d	ART
s1ad	w386e	Heiligen	Heiligen	Heilige	NN
s1ad	w386f	den	den	d	ART
s1ad	w3870	Talmud	Talmud	Talmud	NN
s1ad	w3871	von	von	von	APPR
s1ad	w3872	Babylon	Babylon	Babylon	NE
s1ad	w3873	.	.	.	$.

# text = Beide Talmude haben alſo nur Eine Miſchna , aber jeder ſeine beſondere Gemara .
s1ae	w3874	Beide	Beide	beide	PIAT
s1ae	w3875	Talmude	Talmude	Talmud	NN
s1ae	w3876	haben	haben	haben	VAFIN
s1ae	w3877	also	alſo	also	ADV
s1ae	w3878	nur	nur	nur	ADV
s1ae	w3879	Eine	Eine	eine	ART
s1ae	w387a	Mischna	Miſchna	Mischna	NN
s1ae	w387b	,	,	,	$,
s1ae	w387c	aber	aber	aber	KON
s1ae	w387d	jeder	jeder	jede	PIS
s1ae	w387e	seine	ſeine	seine	PPOSAT
s1ae	w387f	besondere	beſondere	besondere	ADJA
s1ae	w3880	Gemara	Gemara	Gemara	NN
s1ae	w3881	.	.	.	$.

# text = Die Miſchna iſt in hebraͤiſcher , die Gemara in verdorbener chaldaͤiſcher Sprache geſchrieben .
s1af	w3882	Die	Die	d	ART
s1af	w3883	Mischna	Miſchna	Mischna	NE
s1af	w3884	ist	iſt	sein	VAFIN
s1af	w3885	in	in	in	APPR
s1af	w3886	hebräischer	hebraͤiſcher	hebräisch	ADJA
s1af	w3887	,	,	,	$,
s1af	w3888	die	die	d	ART
s1af	w3889	Gemara	Gemara	Gemara	NN
s1af	w388a	in	in	in	APPR
s1af	w388b	verdorbener	verdorbener	verderben	ADJA
s1af	w388c	chaldäischer	chaldaͤiſcher	chaldäisch	ADJA
s1af	w388d	Sprache	Sprache	Sprache	NN
s1af	w388e	geschrieben	geſchrieben	schreiben	VVPP
s1af	w388f	.	.	.	$.

# text = Der Talmud von Jeruſalem iſt ſehr dunkel ; deßhalb bedienen ſich die meiſten Juden des Babyloniſchen , und ſetzen , wenn ſie ſich auf den andern beziehen , das Wort Jeruſchalmi hinzu .
s1b0	w3890	Der	Der	d	ART
s1b0	w3891	Talmud	Talmud	Talmud	NN
s1b0	w3892	von	von	von	APPR
s1b0	w3893	Jerusalem	Jeruſalem	Jerusalem	NE
s1b0	w3894	ist	iſt	sein	VAFIN
s1b0	w3895	sehr	ſehr	sehr	ADV
s1b0	w3896	dunkel	dunkel	dunkel	ADJD
s1b0	w3897	;	;	;	$.
s1b0	w3898	deshalb	deßhalb	deshalb	PAV
s1b0	w3899	bedienen	bedienen	bedienen	VVFIN
s1b0	w389a	sich	ſich	sich	PRF
s1b0	w389b	die	die	d	ART
s1b0	w389c	meisten	meiſten	meiste	PIAT
s1b0	w389d	Juden	Juden	Jude	NN
s1b0	w389e	des	des	d	ART
s1b0	w389f	Babylonischen	Babyloniſchen	Babylonische	NN
s1b0	w38a0	,	,	,	$,
s1b0	w38a1	und	und	und	KON
s1b0	w38a2	setzen	ſetzen	setzen	VVFIN
s1b0	w38a3	,	,	,	$,
s1b0	w38a4	wenn	wenn	wenn	KOUS
s1b0	w38a5	sie	ſie	sie	PPER
s1b0	w38a6	sich	ſich	sich	PRF
s1b0	w38a7	auf	auf	auf	APPR
s1b0	w38a8	den	den	d	ART
s1b0	w38a9	anderen	andern	ander	ADJA
s1b0	w38aa	beziehen	beziehen	beziehen	VVFIN
s1b0	w38ab	,	,	,	$,
s1b0	w38ac	das	das	d	ART
s1b0	w38ad	Wort	Wort	Wort	NN
s1b0	w38ae	Jeruschalmi	Jeruſchalmi	Jeruschalmi	NE
s1b0	w38af	hinzu	hinzu	hinzu	PTKVZ
s1b0	w38b0	.	.	.	$.

# text = Obgleich ſie beiden Geſetzen , ſowohl dem geſchriebenen im alten Teſtamente enthaltenen als dem muͤndlichen oder dem Talmud das Anſehen unmittelbarer goͤttlicher Offenbarungen zugeſtehen , ſo erheben ſie doch den Talmud ſehr hoch uͤber die Bibel .
s1b1	w38b1	Obgleich	Obgleich	obgleich	KOUS
s1b1	w38b2	sie	ſie	sie	PPER
s1b1	w38b3	beiden	beiden	beide	PIAT
s1b1	w38b4	Gesetzen	Geſetzen	Gesetz	NN
s1b1	w38b5	,	,	,	$,
s1b1	w38b6	sowohl	ſowohl	sowohl	KON
s1b1	w38b7	dem	dem	d	ART
s1b1	w38b8	geschriebenen	geſchriebenen	geschreiben	ADJA
s1b1	w38b9	im	im	im	APPRART
s1b1	w38ba	alten	alten	alt	ADJA
s1b1	w38bb	Testamente	Teſtamente	Testament	NN
s1b1	w38bc	enthaltenen	enthaltenen	enthalten	ADJA
s1b1	w38bd	als	als	als	KOKOM
s1b1	w38be	dem	dem	d	ART
s1b1	w38bf	mündlichen	muͤndlichen	mündlich	ADJA
s1b1	w38c0	oder	oder	oder	KON
s1b1	w38c1	dem	dem	d	ART
s1b1	w38c2	Talmud	Talmud	Talmud	NN
s1b1	w38c3	das	das	d	ART
s1b1	w38c4	Ansehen	Anſehen	Ansehen	NN
s1b1	w38c5	unmittelbarer	unmittelbarer	unmittelbar	ADJA
s1b1	w38c6	göttlicher	goͤttlicher	göttlich	ADJA
s1b1	w38c7	Offenbarungen	Offenbarungen	Offenbarung	NN
s1b1	w38c8	zugestehen	zugeſtehen	zugestehen	VVINF
s1b1	w38c9	,	,	,	$,
s1b1	w38ca	so	ſo	so	ADV
s1b1	w38cb	erheben	erheben	erheben	VVFIN
s1b1	w38cc	sie	ſie	sie	PPER
s1b1	w38cd	doch	doch	doch	ADV
s1b1	w38ce	den	den	d	ART
s1b1	w38cf	Talmud	Talmud	Talmud	NN
s1b1	w38d0	sehr	ſehr	sehr	ADV
s1b1	w38d1	hoch	hoch	hoch	ADJD
s1b1	w38d2	über	uͤber	über	APPR
s1b1	w38d3	die	die	d	ART
s1b1	w38d4	Bibel	Bibel	Bibel	NN
s1b1	w38d5	.	.	.	$.

# text = „ Die Bibel , ſagen ſie , gleicht dem Waſſer , die Miſchna gleicht dem Wein , und die Gemara dem gewuͤrzten Wein .
s1b2	w38d6	"	„	"	$(
s1b2	w38d7	Die	Die	d	ART
s1b2	w38d8	Bibel	Bibel	Bibel	NN
s1b2	w38d9	,	,	,	$,
s1b2	w38da	sagen	ſagen	sagen	VVFIN
s1b2	w38db	sie	ſie	sie	PPER
s1b2	w38dc	,	,	,	$,
s1b2	w38dd	gleicht	gleicht	gleichen	VVFIN
s1b2	w38de	dem	dem	d	ART
s1b2	w38df	Wasser	Waſſer	Wasser	NN
s1b2	w38e0	,	,	,	$,
s1b2	w38e1	die	die	die	PRELS
s1b2	w38e2	Mischna	Miſchna	Mischna	NE
s1b2	w38e3	gleicht	gleicht	gleichen	VVFIN
s1b2	w38e4	dem	dem	d	ART
s1b2	w38e5	Wein	Wein	Wein	NN
s1b2	w38e6	,	,	,	$,
s1b2	w38e7	und	und	und	KON
s1b2	w38e8	die	die	d	ART
s1b2	w38e9	Gemara	Gemara	Gemara	NN
s1b2	w38ea	dem	dem	d	ART
s1b2	w38eb	gewürzten	gewuͤrzten	gewürzt	ADJA
s1b2	w38ec	Wein	Wein	Wein	NN
s1b2	w38ed	.	.	.	$.

# text = Die Welt kann nicht ſeyn ohne Waſſer ; die Welt kann nicht ſeyn ohne Wein ; die Welt kann nicht ſeyn ohne gewuͤrzten Wein .
s1b3	w38ee	Die	Die	d	ART
s1b3	w38ef	Welt	Welt	Welt	NN
s1b3	w38f0	kann	kann	können	VMFIN
s1b3	w38f1	nicht	nicht	nicht	PTKNEG
s1b3	w38f2	sein	ſeyn	sein	VAINF
s1b3	w38f3	ohne	ohne	ohne	APPR
s1b3	w38f4	Wasser	Waſſer	Wasser	NN
s1b3	w38f5	;	;	;	$.
s1b3	w38f6	die	die	d	ART
s1b3	w38f7	Welt	Welt	Welt	NN
s1b3	w38f8	kann	kann	können	VMFIN
s1b3	w38f9	nicht	nicht	nicht	PTKNEG
s1b3	w38fa	sein	ſeyn	sein	VAINF
s1b3	w38fb	ohne	ohne	ohne	APPR
s1b3	w38fc	Wein	Wein	Wein	NN
s1b3	w38fd	;	;	;	$.
s1b3	w38fe	die	die	d	ART
s1b3	w38ff	Welt	Welt	Welt	NN
s1b3	w3900	kann	kann	können	VMFIN
s1b3	w3901	nicht	nicht	nicht	PTKNEG
s1b3	w3902	sein	ſeyn	sein	VAINF
s1b3	w3903	ohne	ohne	ohne	APPR
s1b3	w3904	gewürzten	gewuͤrzten	gewürzt	ADJA
s1b3	w3905	Wein	Wein	Wein	NN
s1b3	w3906	.	.	.	$.

# text = Alſo kann die Welt auch nimmermehr ſeyn ohne Bibel , ohne Miſchna und Gemara .
s1b4	w3907	Also	Alſo	also	ADV
s1b4	w3908	kann	kann	können	VMFIN
s1b4	w3909	die	die	d	ART
s1b4	w390a	Welt	Welt	Welt	NN
s1b4	w390b	auch	auch	auch	ADV
s1b4	w390c	nimmermehr	nimmermehr	nimmermehr	ADV
s1b4	w390d	sein	ſeyn	sein	PPOSAT
s1b4	w390e	ohne	ohne	ohne	APPR
s1b4	w390f	Bibel	Bibel	Bibel	NN
s1b4	w3910	,	,	,	$,
s1b4	w3911	ohne	ohne	ohne	APPR
s1b4	w3912	Mischna	Miſchna	Mischna	NE
s1b4	w3913	und	und	und	KON
s1b4	w3914	Gemara	Gemara	Gemara	NN
s1b4	w3915	.	.	.	$.

# text = Die Bibel gleicht dem Salz , die Miſchna dem Pfeffer , die Gemara dem Gewuͤrz ; die Welt kann nicht ſeyn ohne Salz ; die Welt kann nicht ſeyn ohne Pfeffer ; die Welt kann nicht ſeyn ohne Gewuͤrz .
s1b5	w3916	Die	Die	d	ART
s1b5	w3917	Bibel	Bibel	Bibel	NN
s1b5	w3918	gleicht	gleicht	gleichen	VVFIN
s1b5	w3919	dem	dem	d	ART
s1b5	w391a	Salz	Salz	Salz	NN
s1b5	w391b	,	,	,	$,
s1b5	w391c	die	die	d	ART
s1b5	w391d	Mischna	Miſchna	Mischna	NN
s1b5	w391e	dem	dem	d	ART
s1b5	w391f	Pfeffer	Pfeffer	Pfeffer	NN
s1b5	w3920	,	,	,	$,
s1b5	w3921	die	die	d	ART
s1b5	w3922	Gemara	Gemara	Gemara	NN
s1b5	w3923	dem	dem	d	ART
s1b5	w3924	Gewürz	Gewuͤrz	Gewürz	NN
s1b5	w3925	;	;	;	$.
s1b5	w3926	die	die	d	ART
s1b5	w3927	Welt	Welt	Welt	NN
s1b5	w3928	kann	kann	können	VMFIN
s1b5	w3929	nicht	nicht	nicht	PTKNEG
s1b5	w392a	sein	ſeyn	sein	VAINF
s1b5	w392b	ohne	ohne	ohne	APPR
s1b5	w392c	Salz	Salz	Salz	NN
s1b5	w392d	;	;	;	$.
s1b5	w392e	die	die	d	ART
s1b5	w392f	Welt	Welt	Welt	NN
s1b5	w3930	kann	kann	können	VMFIN
s1b5	w3931	nicht	nicht	nicht	PTKNEG
s1b5	w3932	sein	ſeyn	sein	VAINF
s1b5	w3933	ohne	ohne	ohne	APPR
s1b5	w3934	Pfeffer	Pfeffer	Pfeffer	NN
s1b5	w3935	;	;	;	$.
s1b5	w3936	die	die	d	ART
s1b5	w3937	Welt	Welt	Welt	NN
s1b5	w3938	kann	kann	können	VMFIN
s1b5	w3939	nicht	nicht	nicht	PTKNEG
s1b5	w393a	sein	ſeyn	sein	VAINF
s1b5	w393b	ohne	ohne	ohne	APPR
s1b5	w393c	Gewürz	Gewuͤrz	Gewürz	NN
s1b5	w393d	.	.	.	$.

# text = Ein reicher Mann wird mit allen dreien ernaͤhrt .
s1b6	w393e	Ein	Ein	eine	ART
s1b6	w393f	reicher	reicher	reich	ADJD
s1b6	w3940	Mann	Mann	Mann	NN
s1b6	w3941	wird	wird	werden	VAFIN
s1b6	w3942	mit	mit	mit	APPR
s1b6	w3943	allen	allen	alle	PIAT
s1b6	w3944	drei	dreien	drei	CARD
s1b6	w3945	ernährt	ernaͤhrt	ernähren	VVFIN
s1b6	w3946	.	.	.	$.

# text = Wer die Bibel ohne Miſchna und ohne Gemara liest , iſt gleich einem Menſchen , der keinen Gott hat .
s1b7	w3947	Wer	Wer	wer	PWS
s1b7	w3948	die	die	d	ART
s1b7	w3949	Bibel	Bibel	Bibel	NN
s1b7	w394a	ohne	ohne	ohne	APPR
s1b7	w394b	Mischna	Miſchna	Mischna	NE
s1b7	w394c	und	und	und	KON
s1b7	w394d	ohne	ohne	ohne	APPR
s1b7	w394e	Gemara	Gemara	Gemara	NN
s1b7	w394f	liest	liest	lesen	VVFIN
s1b7	w3950	,	,	,	$,
s1b7	w3951	ist	iſt	sein	VAFIN
s1b7	w3952	gleich	gleich	gleich	ADV
s1b7	w3953	einem	einem	eine	ART
s1b7	w3954	Menschen	Menſchen	Mensch	NN
s1b7	w3955	,	,	,	$,
s1b7	w3956	der	der	die	PRELS
s1b7	w3957	keinen	keinen	keine	PIAT
s1b7	w3958	Gott	Gott	Gott	NN
s1b7	w3959	hat	hat	haben	VAFIN
s1b7	w395a	.	.	.	$.

# text = Die in der Bibel ſtudieren , thun etwas , das eine Tugend und auch keine Tugend iſt ; die in der Miſchna ſtudieren , thun etwas , das eine Tugend iſt , und empfangen ihren Lohn ; die aber in der Gemara ſtudieren , thun , was die hoͤchſte Tugend iſt . Jn der That haben ſie Recht , die Talmudiſten , denn ſieht man auf die Menge und die Abentheuerlichkeit des Wundervollen , welches in den drei Buͤchern uns aufbewahrt iſt , ſo iſt das alte Teſtament mit all’ ſeinen Unbegreiflichkeiten nichts als Waſſer gegen den Wein der Miſchna , und den gewuͤrzten Wein der Gemara .
s1b8	w395b	Die	Die	d	ART
s1b8	w395c	in	in	in	APPR
s1b8	w395d	der	der	d	ART
s1b8	w395e	Bibel	Bibel	Bibel	NN
s1b8	w395f	studieren	ſtudieren	studieren	VVINF
s1b8	w3960	,	,	,	$,
s1b8	w3961	tun	thun	tun	VVFIN
s1b8	w3962	etwas	etwas	etwas	PIS
s1b8	w3963	,	,	,	$,
s1b8	w3964	das	das	die	PRELS
s1b8	w3965	eine	eine	eine	ART
s1b8	w3966	Tugend	Tugend	Tugend	NN
s1b8	w3967	und	und	und	KON
s1b8	w3968	auch	auch	auch	ADV
s1b8	w3969	keine	keine	keine	PIAT
s1b8	w396a	Tugend	Tugend	Tugend	NN
s1b8	w396b	ist	iſt	sein	VAFIN
s1b8	w396c	;	;	;	$.
s1b8	w396d	die	die	die	PRELS
s1b8	w396e	in	in	in	APPR
s1b8	w396f	der	der	d	ART
s1b8	w3970	Mischna	Miſchna	Mischna	NN
s1b8	w3971	studieren	ſtudieren	studieren	VVINF
s1b8	w3972	,	,	,	$,
s1b8	w3973	tun	thun	tun	VVFIN
s1b8	w3974	etwas	etwas	etwas	PIS
s1b8	w3975	,	,	,	$,
s1b8	w3976	das	das	die	PRELS
s1b8	w3977	eine	eine	eine	ART
s1b8	w3978	Tugend	Tugend	Tugend	NN
s1b8	w3979	ist	iſt	sein	VAFIN
s1b8	w397a	,	,	,	$,
s1b8	w397b	und	und	und	KON
s1b8	w397c	empfangen	empfangen	empfangen	VVPP
s1b8	w397d	ihren	ihren	ihr	PPOSAT
s1b8	w397e	Lohn	Lohn	Lohn	NN
