S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
s1b	w5dc	ist	iſt	sein	VAFIN
s1b	w5dd	eine	eine	eine	ART
s1b	w5de	große	groſſe	groß	ADJA
s1b	w5df	Blindheit	Blindtheit	Blindheit	NN
s1b	w5e0	an	an	an	APPR
s1b	w5e1	uns	vns	wir	PPER
s1b	w5e2	/	/	/	$(
s1b	w5e3	daß	daß	daß	KOUS
s1b	w5e4	wir	wir	wir	PPER
s1b	w5e5	immer	jmmer	immer	ADV
s1b	w5e6	gerne	gerne	gerne	ADV
s1b	w5e7	viel	viel	viel	PIAT
s1b	w5e8	andere	andere	ander	ADJA
s1b	w5e9	Dinge	dinge	Ding	NN
s1b	w5ea	wissen	wiſſen	wissen	VVINF
s1b	w5eb	wollen	wollen	wollen	VMFIN
s1b	w5ec	/	/	/	$(
s1b	w5ed	und	vnd	und	KON
s1b	w5ee	kennen	kennen	kennen	VVFIN
s1b	w5ef	uns	vns	wir	PPER
s1b	w5f0	selbst	ſelbſt	selbst	ADV
s1b	w5f1	nicht	nicht	nicht	PTKNEG
s1b	w5f2	:	:	:	$.
s1b	w5f3	Andere	Andere	ander	ADJA
s1b	w5f4	Ding	ding	Ding	NN
s1b	w5f5	wollen	wollen	wollen	VMFIN
s1b	w5f6	wir	wir	wir	PPER
s1b	w5f7	erkennen	erkennen	erkennen	VVINF
s1b	w5f8	und	vnd	und	KON
s1b	w5f9	erfahren	erfahren	erfahren	VVINF
s1b	w5fa	/	/	/	$(
s1b	w5fb	uns	vns	wir	PPER
s1b	w5fc	selber	ſelber	selber	ADV
s1b	w5fd	aber	aber	aber	ADV
s1b	w5fe	wissen	wiſſen	wissen	VVFIN
s1b	w5ff	wir	wir	wir	PPER
s1b	w600	nicht	nicht	nicht	PTKNEG
s1b	w601	/	/	/	$(
s1b	w602	so	ſo	so	ADV
s1b	w603	doch	doch	doch	ADV
s1b	w604	alles	alles	alle	PIS
s1b	w605	in	in	in	APPR
s1b	w606	dem	dem	d	ART
s1b	w607	einigen	einigen	einige	PIAT
s1b	w608	gelegen	gelegen	liegen	VVPP
s1b	w609	ist	iſt	sein	VAFIN
s1b	w60a	/	/	/	$(
s1b	w60b	Sich	Sich	sich	PRF
s1b	w60c	selbst	ſelbſt	selbst	ADV
s1b	w60d	recht	recht	recht	ADJD
s1b	w60e	erkennen	erkennen	erkennen	VVINF
s1b	w60f	/	/	/	$(
s1b	w610	beides	beydes	beide	PIS
s1b	w611	nach	nach	nach	APPR
s1b	w612	der	der	d	ART
s1b	w613	Natur	Natur	Natur	NN
s1b	w614	/	/	/	$(
s1b	w615	und	vnd	und	KON
s1b	w616	auch	auch	auch	ADV
s1b	w617	nach	nach	nach	APPR
s1b	w618	der	der	d	ART
s1b	w619	Gnaden	Gnaden	Gnade	NN
s1b	w61a	:	:	:	$.

# text = Natur hat den Adam gefaͤllet :
s1c	w61b	Natur	Natur	Natur	NN
s1c	w61c	hat	hat	haben	VAFIN
s1c	w61d	den	den	d	ART
s1c	w61e	Adam	Adam	Adam	NN
s1c	w61f	gefällt	gefaͤllet	fällen	VVPP
s1c	w620	:	:	:	$.

# text = Gnade aber hat den Adam wider zu Gott gefuͤhret :
s1d	w621	Gnade	Gnade	Gnade	NN
s1d	w622	aber	aber	aber	ADV
s1d	w623	hat	hat	haben	VAFIN
s1d	w624	den	den	d	ART
s1d	w625	Adam	Adam	Adam	NN
s1d	w626	wider	wider	wider	APPR
s1d	w627	zu	zu	zu	APPR
s1d	w628	Gott	Gott	Gott	NN
s1d	w629	geführt	gefuͤhret	führen	VVPP
s1d	w62a	:	:	:	$.

# text = Jn dieſen beyden ſtehet das gantze Geſchoͤpff / vnnd alle Schrifften verfaſſet :
s1e	w62b	In	Jn	in	APPR
s1e	w62c	diesen	dieſen	diese	PDAT
s1e	w62d	beiden	beyden	beide	PIAT
s1e	w62e	steht	ſtehet	stehen	VVFIN
s1e	w62f	das	das	d	ART
s1e	w630	ganze	gantze	ganz	ADJA
s1e	w631	Geschöpf	Geſchoͤpff	Geschöpf	NN
s1e	w632	/	/	/	$(
s1e	w633	und	vnnd	und	KON
s1e	w634	alle	alle	alle	PIAT
s1e	w635	Schriften	Schrifften	Schrift	NN
s1e	w636	verfasset	verfaſſet	verfassen	VVFIN
s1e	w637	:	:	:	$.

# text = Darumb wer ſich ſelbſt erkennet nach der Natur / vnd nach der Gnaden / der kennet alle Ding / vnd je mehr er ſich durch dieſe zweene Wege erkennet / je groͤſſer Weißheit er erlanget / vnd ſihet vber jhm den ewigen Gott / ſeinen Schoͤpffer / neben jhm die heiligen Engel / ſeine Mittgeſellen / vnd vnter jhme dieſe gantze Welt .
s1f	w638	Darum	Darumb	darum	PAV
s1f	w639	wer	wer	wer	PWS
s1f	w63a	sich	ſich	sich	PRF
s1f	w63b	selbst	ſelbſt	selbst	ADV
s1f	w63c	erkennt	erkennet	erkennen	VVFIN
s1f	w63d	nach	nach	nach	APPR
s1f	w63e	der	der	d	ART
s1f	w63f	Natur	Natur	Natur	NN
s1f	w640	/	/	/	$(
s1f	w641	und	vnd	und	KON
s1f	w642	nach	nach	nach	APPR
s1f	w643	der	der	d	ART
s1f	w644	Gnaden	Gnaden	Gnade	NN
s1f	w645	/	/	/	$(
s1f	w646	der	der	d	ART
s1f	w647	kennet	kennet	kennen	VVFIN
s1f	w648	alle	alle	alle	PIAT
s1f	w649	Ding	Ding	Ding	NN
s1f	w64a	/	/	/	$(
s1f	w64b	und	vnd	und	KON
s1f	w64c	je	je	je	ADV
s1f	w64d	mehr	mehr	mehr	ADV
s1f	w64e	er	er	er	PPER
s1f	w64f	sich	ſich	sich	PRF
s1f	w650	durch	durch	durch	APPR
s1f	w651	diese	dieſe	diese	PDAT
s1f	w652	zwei	zweene	zwei	CARD
s1f	w653	Wege	Wege	Weg	NN
s1f	w654	erkennt	erkennet	erkennen	VVFIN
s1f	w655	/	/	/	$(
s1f	w656	je	je	je	ADV
s1f	w657	größer	groͤſſer	groß	ADJD
s1f	w658	Weisheit	Weißheit	Weisheit	NN
s1f	w659	er	er	er	PPER
s1f	w65a	erlanget	erlanget	erlangen	VVFIN
s1f	w65b	/	/	/	$(
s1f	w65c	und	vnd	und	KON
s1f	w65d	sieht	ſihet	sehen	VVFIN
s1f	w65e	über	vber	über	APPR
s1f	w65f	ihm	jhm	er	PPER
s1f	w660	den	den	d	ART
s1f	w661	ewigen	ewigen	ewig	ADJA
s1f	w662	Gott	Gott	Gott	NN
s1f	w663	/	/	/	$(
s1f	w664	seinen	ſeinen	seine	PPOSAT
s1f	w665	Schöpfer	Schoͤpffer	Schöpfer	NN
s1f	w666	/	/	/	$(
s1f	w667	neben	neben	neben	APPR
s1f	w668	ihm	jhm	er	PPER
s1f	w669	die	die	d	ART
s1f	w66a	heiligen	heiligen	heilig	ADJA
s1f	w66b	Engel	Engel	Engel	NN
s1f	w66c	/	/	/	$(
s1f	w66d	seine	ſeine	seine	PPOSAT
s1f	w66e	Mittgesellen	Mittgeſellen	Mittegeselle	NN
s1f	w66f	/	/	/	$(
s1f	w670	und	vnd	und	KON
s1f	w671	unter	vnter	unter	APPR
s1f	w672	ihm	jhme	er	PPER
s1f	w673	diese	dieſe	diese	PDAT
s1f	w674	ganze	gantze	ganz	ADJA
s1f	w675	Welt	Welt	Welt	NN
s1f	w676	.	.	.	$.

# text = Es ſaget Hugo , ein alter Lehrer / viel wiſſen viel / vnd wiſſen ſich ſelber nicht / ſo doch die hoͤchſte Philoſophey iſt / ſich ſelbſt erkennen / Ja es iſt beſſer / du er kenneſt dich ſelber / denn daß du alle ding wiſſeſt im Himmel vnd Erden .
s20	w677	Es	Es	es	PPER
s20	w678	sagt	ſaget	sagen	VVFIN
s20	w679	Hugo	Hugo	Hugo	NE
s20	w67a	,	,	,	$,
s20	w67b	ein	ein	eine	ART
s20	w67c	alter	alter	alt	ADJA
s20	w67d	Lehrer	Lehrer	Lehrer	NN
s20	w67e	/	/	/	$(
s20	w67f	viel	viel	viel	ADV
s20	w680	wissen	wiſſen	wissen	VVFIN
s20	w681	viel	viel	viel	ADV
s20	w682	/	/	/	$(
s20	w683	und	vnd	und	KON
s20	w684	wissen	wiſſen	wissen	VVFIN
s20	w685	sich	ſich	sich	PRF
s20	w686	selber	ſelber	selber	ADV
s20	w687	nicht	nicht	nicht	PTKNEG
s20	w688	/	/	/	$(
s20	w689	so	ſo	so	ADV
s20	w68a	doch	doch	doch	ADV
s20	w68b	die	die	d	ART
s20	w68c	höchste	hoͤchſte	hoch	ADJA
s20	w68d	Philosophie	Philoſophey	Philosophie	NN
s20	w68e	ist	iſt	sein	VAFIN
s20	w68f	/	/	/	$(
s20	w690	sich	ſich	sich	PRF
s20	w691	selbst	ſelbſt	selbst	ADV
s20	w692	erkennen	erkennen	erkennen	VVINF
s20	w693	/	/	/	$(
s20	w694	Ja	Ja	ja	PTKANT
s20	w695	es	es	es	PPER
s20	w696	ist	iſt	sein	VAFIN
s20	w697	besser	beſſer	gut	ADJD
s20	w698	/	/	/	$(
s20	w699	du	du	du	PPER
s20	w69a	er	er	er	PPER
s20	w69b	kennest	kenneſt	kennen	VVFIN
s20	w69c	dich	dich	du	PPER
s20	w69d	selber	ſelber	selber	ADV
s20	w69e	/	/	/	$(
s20	w69f	denn	denn	denn	ADV
s20	w6a0	daß	daß	daß	KOUS
s20	w6a1	du	du	du	PPER
s20	w6a2	alle	alle	alle	PIAT
s20	w6a3	Ding	ding	Ding	NN
s20	w6a4	wissest	wiſſeſt	wissen	VVFIN
s20	w6a5	im	im	im	APPRART
s20	w6a6	Himmel	Himmel	Himmel	NN
s20	w6a7	und	vnd	und	KON
s20	w6a8	Erden	Erden	Erde	NN
s20	w6a9	.	.	.	$.

# text = Ein Heyde / mit Namen Demonak , als er gefraget worden / wenn er hette angefangen zu philoſophiren / das iſt / die Weißheit zulernen ?
s21	w6aa	Ein	Ein	eine	ART
s21	w6ab	Heide	Heyde	Heide	NE
s21	w6ac	/	/	/	$(
s21	w6ad	mit	mit	mit	APPR
s21	w6ae	Namen	Namen	Name	NN
s21	w6af	Demonak	Demonak	Demonak	NE
s21	w6b0	,	,	,	$,
s21	w6b1	als	als	als	KOUS
s21	w6b2	er	er	er	PPER
s21	w6b3	gefragt	gefraget	fragen	VVPP
s21	w6b4	worden	worden	werden	VAPP
s21	w6b5	/	/	/	$(
s21	w6b6	wenn	wenn	wenn	KOUS
s21	w6b7	er	er	er	PPER
s21	w6b8	hätte	hette	haben	VAFIN
s21	w6b9	angefangen	angefangen	anfangen	VVPP
s21	w6ba	zu	zu	zu	PTKZU
s21	w6bb	philosophieren	philoſophiren	philosophieren	VVINF
s21	w6bc	/	/	/	$(
s21	w6bd	das	das	die	PDS
s21	w6be	ist	iſt	sein	VAFIN
s21	w6bf	/	/	/	$(
s21	w6c0	die	die	d	ART
s21	w6c1	Weisheit	Weißheit	Weisheit	NN
s21	w6c2	zulernen	zulernen	zulernen	VVINF
s21	w6c3	?	?	?	$.

# text = Antworte er / Nachdeme ich mich habe recht lernen erkennen .
s22	w6c4	Antworte	Antworte	antworten	VVFIN
s22	w6c5	er	er	er	PPER
s22	w6c6	/	/	/	$(
s22	w6c7	Nachdem	Nachdeme	nachdem	KOUS
s22	w6c8	ich	ich	ich	PPER
s22	w6c9	mich	mich	ich	PPER
s22	w6ca	habe	habe	haben	VAFIN
s22	w6cb	recht	recht	recht	ADJD
s22	w6cc	lernen	lernen	lernen	VVINF
s22	w6cd	erkennen	erkennen	erkennen	VVINF
s22	w6ce	.	.	.	$.

# text = Das ander Capittel .
s3ae	wbbfe	Das	Das	d	ART
s3ae	wbbff	ander	ander	ander	ADJA
s3ae	wbc00	Kapitel	Capittel	Kapitel	NN
s3ae	wbc01	.	.	.	$.

# text = Warumb der Menſch auff zweyerley Wege zuerkennen / fuͤrgenommen werde / als Natuͤrlich / vnd Vbernatuͤrlich .
s3af	wbc02	Warum	Warumb	warum	PWAV
s3af	wbc03	der	der	d	ART
s3af	wbc04	Mensch	Menſch	Mensch	NN
s3af	wbc05	auf	auff	auf	APPR
s3af	wbc06	zweierlei	zweyerley	zweierlei	PIAT
s3af	wbc07	Wege	Wege	Weg	NN
s3af	wbc08	zuerkennen	zuerkennen	zuerkennen	VVINF
s3af	wbc09	/	/	/	$(
s3af	wbc0a	vorgenommen	fuͤrgenommen	vornehmen	VVPP
s3af	wbc0b	werde	werde	werden	VAFIN
s3af	wbc0c	/	/	/	$(
s3af	wbc0d	als	als	als	KOKOM
s3af	wbc0e	Natürlich	Natuͤrlich	natürlich	ADV
s3af	wbc0f	/	/	/	$(
s3af	wbc10	und	vnd	und	KON
s3af	wbc11	Übernatürlich	Vbernatuͤrlich	übernatürlich	ADJD
s3af	wbc12	.	.	.	$.

# text = ES ſoll vns Chriſten eine Luſt vnd Frewde ſeyn / nicht auff Heydniſche weiſe / ſondern in Chriſto zu philoſophiren / auß der heiligen Schrifft / dieweil ſolche Weißheit / oder Philoſophey / einen ſehr in der Natur erfrewet / vnd hernachmals auch ein ſchoͤnes Ende / oder fuͤrgeſtecktes Ziel / mit ſich bringet / nemblich / das ewige Leben / Darumb aber achte ich es billich dem Menſchen zuerkennen / erſtlich Natuͤrlich / darnach Vbernatuͤrlich / daß die Propheten ſolches fuͤrnemen / vñ auch die Apoſteln beſtaͤhtigen / Dann der hocheꝛleuchte Moſes ſaget / daß Gott dem Menſchen erſtlich gemacht habe / auß der Natur / als auß dem Erdenkloß / hernachmals habe er jhm auch eingeblaſen den Vbernatuͤrlichen Goͤttlichen Geiſt / nemblich die Seele / auff dieſe weiſe zeugets auch der Apoſtel / da er ſaget :
s23	w6cf	Es	ES	es	PPER
s23	w6d0	soll	ſoll	sollen	VMFIN
s23	w6d1	uns	vns	wir	PPER
s23	w6d2	Christen	Chriſten	Christ	NN
s23	w6d3	eine	eine	eine	ART
s23	w6d4	Lust	Luſt	Lust	NN
s23	w6d5	und	vnd	und	KON
s23	w6d6	Freude	Frewde	Freude	NN
s23	w6d7	sein	ſeyn	sein	VAINF
s23	w6d8	/	/	/	$(
s23	w6d9	nicht	nicht	nicht	PTKNEG
s23	w6da	auf	auff	auf	APPR
s23	w6db	Heidnische	Heydniſche	Heidnische	NN
s23	w6dc	weise	weiſe	weisen	VVFIN
s23	w6dd	/	/	/	$(
s23	w6de	sondern	ſondern	sondern	KON
s23	w6df	in	in	in	APPR
s23	w6e0	Christo	Chriſto	Christo	NE
s23	w6e1	zu	zu	zu	PTKZU
s23	w6e2	philosophieren	philoſophiren	philosophieren	VVINF
s23	w6e3	/	/	/	$(
s23	w6e4	aus	auß	aus	APPR
s23	w6e5	der	der	d	ART
s23	w6e6	heiligen	heiligen	heilig	ADJA
s23	w6e7	Schrift	Schrifft	Schrift	NN
s23	w6e8	/	/	/	$(
s23	w6e9	dieweil	dieweil	dieweil	ADV
s23	w6ea	solche	ſolche	solch	PIAT
s23	w6eb	Weisheit	Weißheit	Weisheit	NN
s23	w6ec	/	/	/	$(
s23	w6ed	oder	oder	oder	KON
s23	w6ee	Philosophie	Philoſophey	Philosophie	NN
s23	w6ef	/	/	/	$(
s23	w6f0	einen	einen	eine	ART
s23	w6f1	sehr	ſehr	sehr	ADV
s23	w6f2	in	in	in	APPR
s23	w6f3	der	der	d	ART
s23	w6f4	Natur	Natur	Natur	NN
s23	w6f5	erfreuet	erfrewet	erfreuen	VVFIN
s23	w6f6	/	/	/	$(
s23	w6f7	und	vnd	und	KON
s23	w6f8	hernach	hernachmals	hernach	ADV
s23	w6f9	auch	auch	auch	ADV
s23	w6fa	ein	ein	eine	ART
s23	w6fb	schönes	ſchoͤnes	schön	ADJA
s23	w6fc	Ende	Ende	Ende	NN
s23	w6fd	/	/	/	$(
s23	w6fe	oder	oder	oder	KON
s23	w6ff	vorgestecktes	fuͤrgeſtecktes	vorgesteckt	ADJA
s23	w700	Ziel	Ziel	Ziel	NN
s23	w701	/	/	/	$(
s23	w702	mit	mit	mit	APPR
s23	w703	sich	ſich	sich	PRF
s23	w704	bringt	bringet	bringen	VVFIN
s23	w705	/	/	/	$(
s23	w706	nämlich	nemblich	nämlich	ADV
s23	w707	/	/	/	$(
s23	w708	das	das	d	ART
s23	w709	ewige	ewige	ewig	ADJA
s23	w70a	Leben	Leben	Leben	NN
s23	w70b	/	/	/	$(
s23	w70c	Darum	Darumb	darum	PAV
s23	w70d	aber	aber	aber	ADV
s23	w70e	achte	achte	acht	ADJA
s23	w70f	ich	ich	ich	PPER
s23	w710	es	es	es	PPER
s23	w711	billig	billich	billig	ADJD
s23	w712	dem	dem	d	ART
s23	w713	Menschen	Menſchen	Mensch	NN
s23	w714	zuerkennen	zuerkennen	zuerkennen	VVINF
s23	w715	/	/	/	$(
s23	w716	erstlich	erſtlich	erstlich	ADV
s23	w717	Natürlich	Natuͤrlich	natürlich	ADV
s23	w718	/	/	/	$(
s23	w719	danach	darnach	danach	PAV
s23	w71a	Übernatürlich	Vbernatuͤrlich	übernatürlich	ADJD
s23	w71b	/	/	/	$(
s23	w71c	daß	daß	daß	KOUS
s23	w71d	die	die	d	ART
s23	w71e	Propheten	Propheten	Prophet	NN
s23	w71f	solches	ſolches	solch	PIAT
s23	w720	fürnehmen	fuͤrnemen	fürnehm	ADJA
s23	w721	/	/	/	$(
s23	w722	und	vñ	und	KON
s23	w723	auch	auch	auch	ADV
s23	w724	die	die	d	ART
s23	w725	Aposteln	Apoſteln	Apostel	NN
s23	w726	bestätigen	beſtaͤhtigen	bestätigen	VVINF
s23	w727	/	/	/	$(
s23	w728	Dann	Dann	dann	ADV
s23	w729	der	der	d	ART
s23	w72a	hocherlauchte	hocheꝛleuchte	hocherlaucht	ADJA
s23	w72b	Moses	Moſes	Moses	NE
s23	w72c	sagt	ſaget	sagen	VVFIN
s23	w72d	/	/	/	$(
s23	w72e	daß	daß	daß	KOUS
s23	w72f	Gott	Gott	Gott	NN
s23	w730	dem	dem	d	ART
s23	w731	Menschen	Menſchen	Mensch	NN
s23	w732	erstlich	erſtlich	erstlich	ADJD
s23	w733	gemacht	gemacht	machen	VVPP
s23	w734	habe	habe	haben	VAFIN
s23	w735	/	/	/	$(
s23	w736	aus	auß	aus	APPR
s23	w737	der	der	d	ART
s23	w738	Natur	Natur	Natur	NN
s23	w739	/	/	/	$(
s23	w73a	als	als	als	KOKOM
s23	w73b	aus	auß	aus	APPR
s23	w73c	dem	dem	d	ART
s23	w73d	Erdenkloß	Erdenkloß	Erdenkloß	NN
s23	w73e	/	/	/	$(
s23	w73f	hernach	hernachmals	hernach	ADV
s23	w740	habe	habe	haben	VAFIN
s23	w741	er	er	er	PPER
s23	w742	ihm	jhm	er	PPER
s23	w743	auch	auch	auch	ADV
s23	w744	eingeblasen	eingeblaſen	einblasen	VVPP
s23	w745	den	den	d	ART
s23	w746	Übernatürlichen	Vbernatuͤrlichen	übernatürlich	ADJA
s23	w747	Göttlichen	Goͤttlichen	Göttliche	NN
s23	w748	Geist	Geiſt	Geist	NN
s23	w749	/	/	/	$(
s23	w74a	nämlich	nemblich	nämlich	ADV
s23	w74b	die	die	d	ART
s23	w74c	Seele	Seele	Seele	NN
s23	w74d	/	/	/	$(
s23	w74e	auf	auff	auf	APPR
s23	w74f	diese	dieſe	diese	PDAT
s23	w750	weise	weiſe	weise	ADJA
s23	w751	zeuget	zeugets	zeugen	VVFIN
s23	w752	auch	auch	auch	ADV
s23	w753	der	der	d	ART
s23	w754	Apostel	Apoſtel	Apostel	NN
s23	w755	/	/	/	$(
s23	w756	da	da	da	KOUS
s23	w757	er	er	er	PPER
s23	w758	sagt	ſaget	sagen	VVFIN
s23	w759	:	:	:	$.

# text = Der erſte Menſch Adam iſt gemacht / ins Natuͤrliche Leben / vnd der letzte Adam ins Geiſtliche Leben / Aber der Geiſtliche Leib iſt nicht der erſte / ſondern der Natuͤrliche / darnach der Geiſtliche / ꝛc. Alſo iſt der Menſch gemacht / vnnd zuſammen geſetzet / von zweyerley Dingen / ein theil vom Staub / das iſt / vom Erdenkloß / vnd heiſſet Natur / Das ander Theil ex ſpiraculo vitæ , von dem Goͤttlichen einblaſen / vnd heiſſet die vnſterbliche Seele :
s24	w75a	Der	Der	d	ART
s24	w75b	erste	erſte	erst	ADJA
s24	w75c	Mensch	Menſch	Mensch	NN
s24	w75d	Adam	Adam	Adam	NE
s24	w75e	ist	iſt	sein	VAFIN
s24	w75f	gemacht	gemacht	machen	VVPP
s24	w760	/	/	/	$(
s24	w761	ins	ins	ins	APPRART
s24	w762	Natürliche	Natuͤrliche	natürlich	ADJA
s24	w763	Leben	Leben	Leben	NN
s24	w764	/	/	/	$(
s24	w765	und	vnd	und	KON
s24	w766	der	der	d	ART
s24	w767	letzte	letzte	letzte	ADJA
s24	w768	Adam	Adam	Adam	NN
s24	w769	ins	ins	ins	APPRART
s24	w76a	Geistliche	Geiſtliche	Geistliche	NN
s24	w76b	Leben	Leben	Leben	NN
s24	w76c	/	/	/	$(
s24	w76d	Aber	Aber	aber	KON
s24	w76e	der	der	d	ART
s24	w76f	Geistliche	Geiſtliche	Geistliche	NN
s24	w770	Leib	Leib	Leib	NN
s24	w771	ist	iſt	sein	VAFIN
s24	w772	nicht	nicht	nicht	PTKNEG
s24	w773	der	der	d	ART
s24	w774	erste	erſte	erst	ADJA
s24	w775	/	/	/	$(
s24	w776	sondern	ſondern	sondern	KON
s24	w777	der	der	d	ART
s24	w778	Natürliche	Natuͤrliche	natürlich	ADJA
s24	w779	/	/	/	$(
s24	w77a	danach	darnach	danach	PAV
s24	w77b	der	der	d	ART
s24	w77c	Geistliche	Geiſtliche	Geistliche	NN
s24	w77d	/	/	/	$(
s24	w77e	etc.	ꝛc.	etc.	ADV
s24	w77f	Also	Alſo	also	ADV
s24	w780	ist	iſt	sein	VAFIN
s24	w781	der	der	d	ART
s24	w782	Mensch	Menſch	Mensch	NN
s24	w783	gemacht	gemacht	machen	VVPP
s24	w784	/	/	/	$(
s24	w785	und	vnnd	und	KON
s24	w786	zusammen	zuſammen	zusammen	ADV
s24	w787	gesetzt	geſetzet	setzen	VVPP
s24	w788	/	/	/	$(
s24	w789	von	von	von	APPR
s24	w78a	zweierlei	zweyerley	zweierlei	PIAT
s24	w78b	Dingen	Dingen	Ding	NN
s24	w78c	/	/	/	$(
s24	w78d	ein	ein	eine	ART
s24	w78e	Teil	theil	Teil	NN
s24	w78f	vom	vom	vom	APPRART
s24	w790	Staub	Staub	Staub	NN
s24	w791	/	/	/	$(
s24	w792	das	das	die	PDS
s24	w793	ist	iſt	sein	VAFIN
s24	w794	/	/	/	$(
s24	w795	vom	vom	vom	APPRART
s24	w796	Erdenkloß	Erdenkloß	Erdenkloß	NN
s24	w797	/	/	/	$(
s24	w798	und	vnd	und	KON
s24	w799	heißt	heiſſet	heißen	VVFIN
s24	w79a	Natur	Natur	Natur	NN
s24	w79b	/	/	/	$(
s24	w79c	Das	Das	d	ART
s24	w79d	ander	ander	ander	ADJA
s24	w79e	Teil	Theil	Teil	NN
s24	w79f	ex	ex	ex	FM
s24	w7a0	spiraculo	ſpiraculo	spiraculo	FM
s24	w7a1	vitae	vitæ	vitae	FM
s24	w7a2	,	,	,	$,
s24	w7a3	von	von	von	APPR
s24	w7a4	dem	dem	d	ART
s24	w7a5	Göttlichen	Goͤttlichen	Göttliche	NN
s24	w7a6	einblasen	einblaſen	einblasen	VVINF
s24	w7a7	/	/	/	$(
s24	w7a8	und	vnd	und	KON
s24	w7a9	heißt	heiſſet	heißen	VVFIN
s24	w7aa	die	die	d	ART
s24	w7ab	unsterbliche	vnſterbliche	unsterblich	ADJA
s24	w7ac	Seele	Seele	Seele	NN
s24	w7ad	:	:	:	$.

# text = Der Menſch iſt gemacht auß Leymen vnd Koth / nach ſeinen ſterblichen Leibe / er iſt auch geſchaffen / nach der vnſterblichen Seelen / als eine ewige Bildnuß Gottes / Der Menſch hat zweyfache Weißheit in jhme / die Natuͤrliche Thieriſche zu dieſem zeitlichen Leben / vnnd die Goͤttliche ewige / ins zukuͤnfftige Leben .
s25	w7ae	Der	Der	d	ART
s25	w7af	Mensch	Menſch	Mensch	NN
s25	w7b0	ist	iſt	sein	VAFIN
s25	w7b1	gemacht	gemacht	machen	VVPP
s25	w7b2	aus	auß	aus	APPR
s25	w7b3	Leimen	Leymen	Leim	NN
s25	w7b4	und	vnd	und	KON
s25	w7b5	Kot	Koth	Kot	NN
s25	w7b6	/	/	/	$(
s25	w7b7	nach	nach	nach	APPR
s25	w7b8	seinen	ſeinen	seine	PPOSAT
s25	w7b9	sterblichen	ſterblichen	sterblich	ADJA
s25	w7ba	Leibe	Leibe	Leib	NN
s25	w7bb	/	/	/	$(
s25	w7bc	er	er	er	PPER
s25	w7bd	ist	iſt	sein	VAFIN
s25	w7be	auch	auch	auch	ADV
s25	w7bf	geschaffen	geſchaffen	schaffen	VVPP
s25	w7c0	/	/	/	$(
s25	w7c1	nach	nach	nach	APPR
s25	w7c2	der	der	d	ART
s25	w7c3	unsterblichen	vnſterblichen	unsterblich	ADJA
s25	w7c4	Seelen	Seelen	Seele	NN
s25	w7c5	/	/	/	$(
s25	w7c6	als	als	als	KOKOM
s25	w7c7	eine	eine	eine	ART
s25	w7c8	ewige	ewige	ewig	ADJA
s25	w7c9	Bildnis	Bildnuß	Bildnis	NN
s25	w7ca	Gottes	Gottes	Gott	NN
s25	w7cb	/	/	/	$(
s25	w7cc	Der	Der	d	ART
s25	w7cd	Mensch	Menſch	Mensch	NN
s25	w7ce	hat	hat	haben	VAFIN
s25	w7cf	zweifache	zweyfache	zweifach	ADJA
s25	w7d0	Weisheit	Weißheit	Weisheit	NN
s25	w7d1	in	in	in	APPR
s25	w7d2	ihm	jhme	er	PPER
s25	w7d3	/	/	/	$(
s25	w7d4	die	die	d	ART
s25	w7d5	Natürliche	Natuͤrliche	natürlich	ADJA
s25	w7d6	Tierische	Thieriſche	Tierische	NN
s25	w7d7	zu	zu	zu	APPR
s25	w7d8	diesem	dieſem	diese	PDAT
s25	w7d9	zeitlichen	zeitlichen	zeitlich	ADJA
s25	w7da	Leben	Leben	Leben	NN
s25	w7db	/	/	/	$(
s25	w7dc	und	vnnd	und	KON
s25	w7dd	die	die	d	ART
s25	w7de	Göttliche	Goͤttliche	Göttliche	NN
s25	w7df	ewige	ewige	ewig	ADJA
s25	w7e0	/	/	/	$(
s25	w7e1	ins	ins	ins	APPRART
s25	w7e2	zukünftige	zukuͤnfftige	zukünftig	ADJA
s25	w7e3	Leben	Leben	Leben	NN
s25	w7e4	.	.	.	$.

# text = Der Menſch hat auch zweyerley Geiſt in jhme / einen Geiſt der Natur auß dieſer Welt / vnd den andern Geiſt auß Gott :
s26	w7e5	Der	Der	d	ART
s26	w7e6	Mensch	Menſch	Mensch	NN
s26	w7e7	hat	hat	haben	VAFIN
s26	w7e8	auch	auch	auch	ADV
s26	w7e9	zweierlei	zweyerley	zweierlei	PIAT
s26	w7ea	Geist	Geiſt	Geist	NN
s26	w7eb	in	in	in	APPR
s26	w7ec	ihm	jhme	er	PPER
s26	w7ed	/	/	/	$(
s26	w7ee	einen	einen	eine	ART
s26	w7ef	Geist	Geiſt	Geist	NN
s26	w7f0	der	der	d	ART
s26	w7f1	Natur	Natur	Natur	NN
s26	w7f2	aus	auß	aus	APPR
s26	w7f3	dieser	dieſer	diese	PDAT
s26	w7f4	Welt	Welt	Welt	NN
s26	w7f5	/	/	/	$(
s26	w7f6	und	vnd	und	KON
s26	w7f7	den	den	d	ART
s26	w7f8	anderen	andern	ander	ADJA
s26	w7f9	Geist	Geiſt	Geist	NN
s26	w7fa	aus	auß	aus	APPR
s26	w7fb	Gott	Gott	Gott	NN
